RMA                 Product  Serial Number   Failure Code         City           Delivery Document  Failures
T2014080606723      01-02    C14560324       Software Problem     New York       B20140808039522    1
T2014080607351      01-01    S52820153       Software Problem     New York       B20140808042357    1
T2014080607352      01-01    G87144596       Software Problem     Los Angeles    B20140807042362    1
T2014080608145      01-01    J5912SN11       Software Problem     New York       B20140808045939    1
T2014080608146      01-01    F25913282       Software Problem     Atlanta        B20140812045940    1
T2014080610597      01-02    D95316533       No Problem Found     New York       B20140807057005    1
T2014080611245      02-09    B30964209       No Problem Found     Los Angeles    B20140807059932    1
T2014080611580      02-09    F45977440       No Problem Found     New York       B20140807061472    1
T2014080612020      03-02    E45972003       No Problem Found     Los Angeles    B20140807063471    1
T2014080612085      02-09    G18830433       No Problem Found     New York       B20140807063761    1
T2014080612492      04-09    G42265586       No Problem Found     Los Angeles    B20140808065608    1
T2014080612802      01-02    M92761008       No Problem Found     New York       B20140808067018    1
T2014080612811      01-01    N90122570       No Problem Found     New York       B20140807067051    1
T2014080613513      01-01    K23668506       No Problem Found     New York       B20140808070241    1
T2014080613743      01-09    A94500671       No Problem Found     New York       B20140808071206    1
T2014080615420      02-02    M44986337       Optical Problem      Los Angeles    B20140812078682    1
T2014080616345      01-01    R79238103       Optical Problem      Atlanta        B20140818082881    1
T2014080617669      01-09    Q26897929       No Problem Found     Atlanta        B20140807088878    1
T2014080618486      01-09    B31639737       No Problem Found     Los Angeles    B20140807092537    1
T2014080618673      02-03    M15673043       No Problem Found     New York       B20140807093398    1
T2014080618850      02-03    A64450792       No Problem Found     New York       B20140808094158    1
T2014080619673      01-02    Q52752176       No Problem Found     Chicago        B20140808097949    1
T2014080619694      02-03    C87574836       No Problem Found     New York       B20140807098061    1
T2014080619866      01-03    B58080374       No Problem Found     Atlanta        B20140807098809    1
T2014080620104      02-09    B80416032       No Problem Found     New York       B20140807099889    1
T2014080621186      02-02    L98309767       No Problem Found     New York       B20140808104765    1
T2014080621848      02-09    Q40794058       No Problem Found     New York       B20140807107747    1
T2014080622783      01-01    Q71672774       No Problem Found     New York       B20140807112023    1
T2014080623248      02-09    K79279852       No Problem Found     Los Angeles    B20140807114109    1
T2014080624109      01-01    Q92879995       No Problem Found     New York       B20140807117968    1
T2014080625926      01-03    P47904460       No Problem Found     Los Angeles    B20140807126047    1
T2014080626315      04-01    N58862040       No Problem Found     Los Angeles    B20140807127820    1
T2014080626524      02-09    F50850017       No Problem Found     Atlanta        B20140808128760    1
T2014080627557      02-09    Q72301488       No Problem Found     Atlanta        B20140807133263    1
T2014080627849      02-09    E80046154       No Problem Found     Los Angeles    B20140807134538    1
T2014080628195      01-02    P55885751       No Problem Found     Los Angeles    B20140807136056    1
T2014080628485      04-01    K83601350       No Problem Found     Atlanta        B20140807137356    1
T2014080628584      02-03    H18210653       No Problem Found     New York       B20140807137856    1
T2014080628802      01-01    K31040157       No Problem Found     Atlanta        B20140807138853    1
T2014080628949      01-02    S83356336       No Problem Found     New York       B20140807139516    1
T2014080629106      01-02    P64155922       No Problem Found     Atlanta        B20140807140200    1
T2014080630574      01-09    B56398239       No Problem Found     Chicago        B20140807146797    1
T2014080630875      01-02    H82339932       No Problem Found     Chicago        B20140807148135    1
T2014080631211      01-01    L75840367       No Problem Found     Los Angeles    B20140807149643    1
T2014080631451      01-01    Q29299732       No Problem Found     Atlanta        B20140807150699    1
T2014080631824      04-01    L74503011       No Problem Found     Atlanta        B20140808152374    1
T2014080631958      02-09    Q11660392       No Problem Found     Los Angeles    B20140807152968    1
T2014080633437      01-03    R59205908       No Problem Found     Atlanta        B20140808159729    1
T2014080633469      01-02    F56421320       No Problem Found     Atlanta        B20140807159879    1
T2014080633812      02-09    S20390228       No Problem Found     New York       B20140807161418    1
T2014080635172      02-09    Q51663066       No Problem Found     New York       B20140807167467    1
T2014080635350      02-09    D37257026       No Problem Found     Los Angeles    B20140807168258    1
T2014080636292      02-09    F49492621       No Problem Found     Chicago        B20140808172548    1
T2014080636757      04-02    F43875159       No Problem Found     Atlanta        B20140808174661    1
T2014080636922      02-09    L77131617       No Problem Found     Atlanta        B20140807175408    1
T2014080637180      04-01    F34602925       No Problem Found     New York       B20140807176615    1
T2014080637258      01-03    K51140468       No Problem Found     New York       B20140807176995    1
T2014080637413      02-09    F10851191       No Problem Found     Los Angeles    B20140807177672    1
T2014080638680      02-09    G67263397       Mechanical Problem   New York       B20140811183381    1
T2014080638744      02-09    B45135027       Mechanical Problem   New York       B20140820183654    1
T2014080638942      02-09    H80273005       Mechanical Problem   New York       B20140819184544    1
T2014080639464      02-09    C87609805       Mechanical Problem   Los Angeles    B20140808186785    1
T2014080639592      02-09    G45162354       Mechanical Problem   New York       B20140808187326    1
T2014080639849      04-09    Q31190208       Mechanical Problem   New York       B20140808188503    1
T2014080640439      03-02    D98042385       Mechanical Problem   New York       B20140812191139    1
T2014080640904      01-09    J56281901       Mechanical Problem   Los Angeles    B20140811193235    1
T2014080641269      01-09    S41079897       Mechanical Problem   Atlanta        B20140811194842    1
T2014080641381      01-09    Q61466883       Mechanical Problem   Chicago        B20140807195345    1
T2014080641802      01-03    R29333714       Mechanical Problem   New York       B20140808197230    1
T2014080641803      01-03    H43864455       Mechanical Problem   New York       B20140811197234    1
T2014080641804      01-03    T23264757       Mechanical Problem   Atlanta        B20140818197235    1
T2014080643203      01-02    A28090831       Mechanical Problem   New York       B20140813203570    1
